class,coverage,stride,accuracy,n_samples
bartending,100,8,0.960000,50
beatboxing,100,8,0.489796,49
bee keeping,100,8,0.900000,50
belly dancing,100,8,0.836735,49
bench pressing,100,8,0.900000,50
bending back,100,8,0.375000,48
bending metal,100,8,0.560000,50
biking through snow,100,8,0.800000,50
blasting sand,100,8,0.580000,50
blowing glass,100,8,0.960000,50
blowing leaves,100,8,0.714286,49
blowing nose,100,8,0.580000,50
blowing out candles,100,8,0.857143,49
bobsledding,100,8,0.820000,50
bookbinding,100,8,0.900000,50
bouncing on trampoline,100,8,0.800000,50
bowling,100,8,0.938776,49
braiding hair,100,8,0.795918,49
breading or breadcrumbing,100,8,0.612245,49
breakdancing,100,8,0.680000,50
brush painting,100,8,0.750000,48
brushing hair,100,8,0.660000,50
brushing teeth,100,8,0.940000,50
building cabinet,100,8,0.840000,50
building shed,100,8,0.940000,50
bungee jumping,100,8,0.960000,50
busking,100,8,0.760000,50
canoeing or kayaking,100,8,0.900000,50
capoeira,100,8,0.820000,50
carrying baby,100,8,0.916667,48
cartwheeling,100,8,0.560000,50
carving pumpkin,100,8,0.958333,48
catching fish,100,8,0.791667,48
catching or throwing baseball,100,8,0.500000,50
catching or throwing frisbee,100,8,0.680000,50
catching or throwing softball,100,8,0.640000,50
celebrating,100,8,0.640000,50
changing oil,100,8,0.920000,50
changing wheel,100,8,0.720000,50
checking tires,100,8,0.780000,50
cheerleading,100,8,0.857143,49
chopping wood,100,8,0.918367,49
clapping,100,8,0.416667,48
clay pottery making,100,8,0.900000,50
clean and jerk,100,8,0.734694,49
cleaning floor,100,8,0.591837,49
cleaning gutters,100,8,0.860000,50
cleaning pool,100,8,0.800000,50
cleaning shoes,100,8,0.836735,49
cleaning toilet,100,8,0.920000,50
cleaning windows,100,8,0.780000,50
climbing a rope,100,8,0.860000,50
climbing ladder,100,8,0.780000,50
climbing tree,100,8,0.860000,50
contact juggling,100,8,0.780000,50
cooking chicken,100,8,0.720000,50
cooking egg,100,8,0.520000,50
cooking on campfire,100,8,0.708333,48
cooking sausages,100,8,0.680000,50
counting money,100,8,0.755102,49
country line dancing,100,8,0.860000,50
cracking neck,100,8,0.625000,48
crawling baby,100,8,0.840000,50
crossing river,100,8,0.820000,50
crying,100,8,0.551020,49
curling hair,100,8,0.897959,49
cutting nails,100,8,0.702128,47
cutting pineapple,100,8,1.000000,50
cutting watermelon,100,8,0.936170,47
dancing ballet,100,8,0.880000,50
dancing charleston,100,8,0.489796,49
dancing gangnam style,100,8,0.604167,48
dancing macarena,100,8,0.673469,49
deadlifting,100,8,0.816327,49
decorating the christmas tree,100,8,0.979592,49
digging,100,8,0.760000,50
dining,100,8,0.840000,50
disc golfing,100,8,0.840000,50
diving cliff,100,8,0.959184,49
dodgeball,100,8,0.920000,50
doing aerobics,100,8,0.560000,50
doing laundry,100,8,0.760000,50
doing nails,100,8,0.979167,48
drawing,100,8,0.791667,48
dribbling basketball,100,8,0.760000,50
drinking,100,8,0.469388,49
drinking beer,100,8,0.360000,50
drinking shots,100,8,0.387755,49
driving car,100,8,0.812500,48
driving tractor,100,8,0.877551,49
drop kicking,100,8,0.489362,47
drumming fingers,100,8,0.700000,50
dunking basketball,100,8,0.625000,48
dying hair,100,8,0.829787,47
eating burger,100,8,0.755102,49
eating cake,100,8,0.620000,50
eating carrots,100,8,0.791667,48
eating chips,100,8,0.560000,50
eating doughnuts,100,8,0.387755,49
eating hotdog,100,8,0.520000,50
eating ice cream,100,8,0.620000,50
eating spaghetti,100,8,0.918367,49
eating watermelon,100,8,0.860000,50
egg hunting,100,8,0.900000,50
exercising arm,100,8,0.346939,49
exercising with an exercise ball,100,8,0.750000,48
extinguishing fire,100,8,0.795918,49
faceplanting,100,8,0.204082,49
feeding birds,100,8,0.920000,50
feeding fish,100,8,0.877551,49
feeding goats,100,8,0.980000,50
filling eyebrows,100,8,0.959184,49
finger snapping,100,8,0.340000,50
fixing hair,100,8,0.204082,49
flipping pancake,100,8,0.938776,49
flying kite,100,8,0.880000,50
folding clothes,100,8,0.775510,49
folding napkins,100,8,0.775510,49
folding paper,100,8,0.877551,49
front raises,100,8,0.920000,50
frying vegetables,100,8,0.860000,50
garbage collecting,100,8,0.714286,49
gargling,100,8,0.673469,49
getting a haircut,100,8,0.755102,49
getting a tattoo,100,8,0.918367,49
giving or receiving award,100,8,0.820000,50
golf chipping,100,8,0.680000,50
golf driving,100,8,0.860000,50
golf putting,100,8,0.857143,49
grinding meat,100,8,0.940000,50
grooming dog,100,8,0.900000,50
grooming horse,100,8,0.816327,49
gymnastics tumbling,100,8,0.877551,49
hammer throw,100,8,0.840000,50
headbanging,100,8,0.591837,49
headbutting,100,8,0.200000,50
high jump,100,8,0.860000,50
high kick,100,8,0.280000,50
hitting baseball,100,8,0.860000,50
hockey stop,100,8,0.380000,50
holding snake,100,8,0.780000,50
hopscotch,100,8,0.900000,50
hoverboarding,100,8,0.854167,48
hugging,100,8,0.489796,49
hula hooping,100,8,0.938776,49
hurdling,100,8,0.920000,50
hurling (sport),100,8,0.980000,50
ice climbing,100,8,0.880000,50
ice fishing,100,8,0.916667,48
ice skating,100,8,0.880000,50
ironing,100,8,0.895833,48
javelin throw,100,8,0.940000,50
jetskiing,100,8,0.920000,50
jogging,100,8,0.400000,50
juggling balls,100,8,0.816327,49
juggling fire,100,8,0.800000,50
juggling soccer ball,100,8,0.720000,50
jumping into pool,100,8,0.860000,50
jumpstyle dancing,100,8,0.714286,49
kicking field goal,100,8,0.840000,50
kicking soccer ball,100,8,0.620000,50
kissing,100,8,0.739130,46
kitesurfing,100,8,0.920000,50
knitting,100,8,0.960000,50
krumping,100,8,0.714286,49
laughing,100,8,0.479167,48
laying bricks,100,8,0.877551,49
long jump,100,8,0.580000,50
lunge,100,8,0.720000,50
making a cake,100,8,0.530612,49
making a sandwich,100,8,0.700000,50
making bed,100,8,0.900000,50
making jewelry,100,8,0.795918,49
making pizza,100,8,0.900000,50
making snowman,100,8,0.940000,50
making sushi,100,8,0.920000,50
making tea,100,8,0.640000,50
marching,100,8,0.980000,50
massaging back,100,8,0.816327,49
massaging feet,100,8,0.551020,49
massaging legs,100,8,0.734694,49
massaging person's head,100,8,0.600000,50
milking cow,100,8,0.979167,48
mopping floor,100,8,0.600000,50
motorcycling,100,8,0.918367,49
moving furniture,100,8,0.600000,50
mowing lawn,100,8,0.860000,50
news anchoring,100,8,0.760000,50
opening bottle,100,8,0.600000,50
opening present,100,8,0.900000,50
paragliding,100,8,0.920000,50
parasailing,100,8,0.920000,50
parkour,100,8,0.666667,48
passing American football (in game),100,8,0.880000,50
passing American football (not in game),100,8,0.571429,49
peeling apples,100,8,0.960000,50
peeling potatoes,100,8,0.740000,50
petting animal (not cat),100,8,0.571429,49
petting cat,100,8,0.940000,50
picking fruit,100,8,0.938776,49
planting trees,100,8,0.877551,49
plastering,100,8,0.660000,50
playing accordion,100,8,0.938776,49
playing badminton,100,8,0.800000,50
playing bagpipes,100,8,0.880000,50
playing basketball,100,8,0.700000,50
playing bass guitar,100,8,0.820000,50
playing cards,100,8,0.860000,50
playing cello,100,8,0.940000,50
playing chess,100,8,0.960000,50
playing clarinet,100,8,0.800000,50
playing controller,100,8,0.980000,50
playing cricket,100,8,0.877551,49
playing cymbals,100,8,0.820000,50
playing didgeridoo,100,8,0.920000,50
playing drums,100,8,0.897959,49
playing flute,100,8,0.780000,50
playing guitar,100,8,0.680000,50
playing harmonica,100,8,0.755102,49
playing harp,100,8,0.960000,50
playing ice hockey,100,8,0.959184,49
playing keyboard,100,8,0.770833,48
playing kickball,100,8,0.840000,50
playing monopoly,100,8,0.920000,50
playing organ,100,8,0.860000,50
playing paintball,100,8,0.980000,50
playing piano,100,8,0.680000,50
playing poker,100,8,0.918367,49
playing recorder,100,8,0.840000,50
playing saxophone,100,8,0.840000,50
playing squash or racquetball,100,8,0.980000,50
playing tennis,100,8,0.959184,49
playing trombone,100,8,0.918367,49
playing trumpet,100,8,0.897959,49
playing ukulele,100,8,0.900000,50
playing violin,100,8,0.820000,50
playing volleyball,100,8,0.812500,48
playing xylophone,100,8,0.780000,50
pole vault,100,8,0.940000,50
presenting weather forecast,100,8,0.940000,50
pull ups,100,8,0.960000,50
pumping fist,100,8,0.460000,50
pumping gas,100,8,0.937500,48
punching bag,100,8,0.880000,50
punching person (boxing),100,8,0.673469,49
push up,100,8,0.875000,48
pushing car,100,8,0.740000,50
pushing cart,100,8,0.860000,50
pushing wheelchair,100,8,0.840000,50
reading book,100,8,0.820000,50
reading newspaper,100,8,0.760000,50
recording music,100,8,0.360000,50
riding a bike,100,8,0.750000,48
riding camel,100,8,0.960000,50
riding elephant,100,8,0.960000,50
riding mechanical bull,100,8,0.979592,49
riding mountain bike,100,8,0.897959,49
riding mule,100,8,0.800000,50
riding or walking with horse,100,8,0.895833,48
riding scooter,100,8,0.800000,50
riding unicycle,100,8,0.860000,50
ripping paper,100,8,0.660000,50
robot dancing,100,8,0.420000,50
rock climbing,100,8,0.920000,50
rock scissors paper,100,8,0.220000,50
roller skating,100,8,0.940000,50
running on treadmill,100,8,0.895833,48
sailing,100,8,0.959184,49
salsa dancing,100,8,0.673469,49
sanding floor,100,8,0.940000,50
scrambling eggs,100,8,0.800000,50
scuba diving,100,8,0.960000,50
setting table,100,8,0.816327,49
shaking hands,100,8,0.312500,48
shaking head,100,8,0.440000,50
sharpening knives,100,8,0.740000,50
sharpening pencil,100,8,0.860000,50
shaving head,100,8,0.740000,50
shaving legs,100,8,0.640000,50
shearing sheep,100,8,1.000000,49
shining shoes,100,8,0.780000,50
shooting basketball,100,8,0.360000,50
shooting goal (soccer),100,8,0.632653,49
shot put,100,8,0.840000,50
shoveling snow,100,8,0.980000,50
shredding paper,100,8,0.760000,50
shuffling cards,100,8,0.877551,49
side kick,100,8,0.760000,50
sign language interpreting,100,8,0.666667,48
singing,100,8,0.440000,50
situp,100,8,0.700000,50
skateboarding,100,8,0.980000,50
ski jumping,100,8,0.700000,50
skiing (not slalom or crosscountry),100,8,0.653061,49
skiing crosscountry,100,8,0.780000,50
skiing slalom,100,8,0.860000,50
skipping rope,100,8,0.800000,50
skydiving,100,8,0.920000,50
slacklining,100,8,0.836735,49
slapping,100,8,0.040816,49
sled dog racing,100,8,0.980000,50
smoking,100,8,0.489796,49
smoking hookah,100,8,0.816327,49
snatch weight lifting,100,8,0.775510,49
sneezing,100,8,0.400000,50
sniffing,100,8,0.166667,48
snorkeling,100,8,0.900000,50
snowboarding,100,8,0.808511,47
snowkiting,100,8,0.980000,50
snowmobiling,100,8,0.836735,49
somersaulting,100,8,0.360000,50
spinning poi,100,8,0.918367,49
spray painting,100,8,0.795918,49
spraying,100,8,0.420000,50
springboard diving,100,8,0.895833,48
squat,100,8,0.780000,50
sticking tongue out,100,8,0.346939,49
stomping grapes,100,8,0.880000,50
stretching arm,100,8,0.420000,50
stretching leg,100,8,0.520000,50
strumming guitar,100,8,0.660000,50
surfing crowd,100,8,0.916667,48
surfing water,100,8,0.812500,48
sweeping floor,100,8,0.700000,50
swimming backstroke,100,8,0.840000,50
swimming breast stroke,100,8,0.880000,50
swimming butterfly stroke,100,8,0.580000,50
swing dancing,100,8,0.500000,50
swinging legs,100,8,0.380000,50
swinging on something,100,8,0.632653,49
sword fighting,100,8,0.795918,49
tai chi,100,8,0.680000,50
taking a shower,100,8,0.530612,49
tango dancing,100,8,0.680000,50
tap dancing,100,8,0.693878,49
tapping guitar,100,8,0.700000,50
tapping pen,100,8,0.897959,49
tasting beer,100,8,0.600000,50
tasting food,100,8,0.520000,50
testifying,100,8,0.857143,49
texting,100,8,0.714286,49
throwing axe,100,8,0.860000,50
throwing ball,100,8,0.340000,50
throwing discus,100,8,0.760000,50
tickling,100,8,0.640000,50
tobogganing,100,8,0.940000,50
tossing coin,100,8,0.540000,50
tossing salad,100,8,0.840000,50
training dog,100,8,0.640000,50
trapezing,100,8,0.960000,50
trimming or shaving beard,100,8,0.860000,50
trimming trees,100,8,0.714286,49
triple jump,100,8,0.571429,49
tying bow tie,100,8,0.600000,50
tying knot (not on a tie),100,8,0.760000,50
tying tie,100,8,0.880000,50
unboxing,100,8,0.857143,49
unloading truck,100,8,0.640000,50
using computer,100,8,0.897959,49
using remote controller (not gaming),100,8,0.673469,49
using segway,100,8,0.897959,49
vault,100,8,0.860000,50
waiting in line,100,8,0.600000,50
walking the dog,100,8,0.795918,49
washing dishes,100,8,0.760000,50
washing feet,100,8,0.880000,50
washing hair,100,8,0.750000,48
washing hands,100,8,0.860000,50
water skiing,100,8,0.857143,49
water sliding,100,8,0.840000,50
watering plants,100,8,0.860000,50
waxing back,100,8,0.660000,50
waxing chest,100,8,0.880000,50
waxing eyebrows,100,8,0.860000,50
waxing legs,100,8,0.820000,50
weaving basket,100,8,0.960000,50
welding,100,8,0.880000,50
whistling,100,8,0.340000,50
windsurfing,100,8,0.960000,50
wrapping present,100,8,0.857143,49
wrestling,100,8,0.700000,50
writing,100,8,0.720000,50
yawning,100,8,0.469388,49
yoga,100,8,0.755102,49
zumba,100,8,0.866667,45
abseiling,10,16,0.640000,50
air drumming,10,16,0.224490,49
answering questions,10,16,0.200000,50
applauding,10,16,0.280000,50
applying cream,10,16,0.520000,50
archery,10,16,0.700000,50
arm wrestling,10,16,0.714286,49
arranging flowers,10,16,0.880000,50
assembling computer,10,16,0.940000,50
auctioning,10,16,0.660000,50
baby waking up,10,16,0.740000,50
baking cookies,10,16,0.530612,49
balloon blowing,10,16,0.734694,49
bandaging,10,16,0.560000,50
barbequing,10,16,0.540000,50
bartending,10,16,0.840000,50
beatboxing,10,16,0.265306,49
bee keeping,10,16,0.740000,50
belly dancing,10,16,0.795918,49
bench pressing,10,16,0.880000,50
bending back,10,16,0.312500,48
bending metal,10,16,0.420000,50
biking through snow,10,16,0.660000,50
blasting sand,10,16,0.640000,50
blowing glass,10,16,0.860000,50
blowing leaves,10,16,0.530612,49
blowing nose,10,16,0.200000,50
blowing out candles,10,16,0.775510,49
bobsledding,10,16,0.560000,50
bookbinding,10,16,0.800000,50
bouncing on trampoline,10,16,0.780000,50
bowling,10,16,0.897959,49
braiding hair,10,16,0.591837,49
breading or breadcrumbing,10,16,0.632653,49
breakdancing,10,16,0.180000,50
brush painting,10,16,0.604167,48
brushing hair,10,16,0.240000,50
brushing teeth,10,16,0.600000,50
building cabinet,10,16,0.620000,50
building shed,10,16,0.680000,50
bungee jumping,10,16,0.680000,50
busking,10,16,0.660000,50
canoeing or kayaking,10,16,0.840000,50
capoeira,10,16,0.640000,50
carrying baby,10,16,0.708333,48
cartwheeling,10,16,0.120000,50
carving pumpkin,10,16,0.812500,48
catching fish,10,16,0.416667,48
catching or throwing baseball,10,16,0.260000,50
catching or throwing frisbee,10,16,0.260000,50
catching or throwing softball,10,16,0.480000,50
celebrating,10,16,0.300000,50
changing oil,10,16,0.800000,50
changing wheel,10,16,0.540000,50
checking tires,10,16,0.700000,50
cheerleading,10,16,0.775510,49
chopping wood,10,16,0.734694,49
clapping,10,16,0.166667,48
clay pottery making,10,16,0.780000,50
clean and jerk,10,16,0.714286,49
cleaning floor,10,16,0.469388,49
cleaning gutters,10,16,0.740000,50
cleaning pool,10,16,0.680000,50
cleaning shoes,10,16,0.448980,49
cleaning toilet,10,16,0.660000,50
cleaning windows,10,16,0.620000,50
climbing a rope,10,16,0.380000,50
climbing ladder,10,16,0.560000,50
climbing tree,10,16,0.620000,50
contact juggling,10,16,0.480000,50
cooking chicken,10,16,0.540000,50
cooking egg,10,16,0.380000,50
cooking on campfire,10,16,0.687500,48
cooking sausages,10,16,0.340000,50
counting money,10,16,0.469388,49
country line dancing,10,16,0.620000,50
cracking neck,10,16,0.166667,48
crawling baby,10,16,0.780000,50
crossing river,10,16,0.840000,50
crying,10,16,0.346939,49
curling hair,10,16,0.755102,49
cutting nails,10,16,0.489362,47
cutting pineapple,10,16,0.880000,50
cutting watermelon,10,16,0.851064,47
dancing ballet,10,16,0.820000,50
dancing charleston,10,16,0.244898,49
dancing gangnam style,10,16,0.145833,48
dancing macarena,10,16,0.122449,49
deadlifting,10,16,0.632653,49
decorating the christmas tree,10,16,0.775510,49
digging,10,16,0.560000,50
dining,10,16,0.460000,50
disc golfing,10,16,0.580000,50
diving cliff,10,16,0.612245,49
dodgeball,10,16,0.520000,50
doing aerobics,10,16,0.460000,50
doing laundry,10,16,0.560000,50
doing nails,10,16,0.833333,48
drawing,10,16,0.687500,48
dribbling basketball,10,16,0.700000,50
drinking,10,16,0.285714,49
drinking beer,10,16,0.280000,50
drinking shots,10,16,0.102041,49
driving car,10,16,0.645833,48
driving tractor,10,16,0.571429,49
drop kicking,10,16,0.042553,47
drumming fingers,10,16,0.520000,50
dunking basketball,10,16,0.208333,48
dying hair,10,16,0.680851,47
eating burger,10,16,0.510204,49
eating cake,10,16,0.340000,50
eating carrots,10,16,0.604167,48
eating chips,10,16,0.200000,50
eating doughnuts,10,16,0.122449,49
eating hotdog,10,16,0.300000,50
eating ice cream,10,16,0.400000,50
eating spaghetti,10,16,0.775510,49
eating watermelon,10,16,0.580000,50
egg hunting,10,16,0.320000,50
exercising arm,10,16,0.346939,49
exercising with an exercise ball,10,16,0.750000,48
extinguishing fire,10,16,0.653061,49
faceplanting,10,16,0.061224,49
feeding birds,10,16,0.760000,50
feeding fish,10,16,0.734694,49
feeding goats,10,16,0.860000,50
filling eyebrows,10,16,0.857143,49
finger snapping,10,16,0.260000,50
fixing hair,10,16,0.142857,49
flipping pancake,10,16,0.551020,49
flying kite,10,16,0.480000,50
folding clothes,10,16,0.428571,49
folding napkins,10,16,0.653061,49
folding paper,10,16,0.632653,49
front raises,10,16,0.700000,50
frying vegetables,10,16,0.740000,50
garbage collecting,10,16,0.469388,49
gargling,10,16,0.346939,49
getting a haircut,10,16,0.571429,49
getting a tattoo,10,16,0.836735,49
giving or receiving award,10,16,0.540000,50
golf chipping,10,16,0.560000,50
golf driving,10,16,0.720000,50
golf putting,10,16,0.795918,49
grinding meat,10,16,0.940000,50
grooming dog,10,16,0.740000,50
grooming horse,10,16,0.734694,49
gymnastics tumbling,10,16,0.775510,49
hammer throw,10,16,0.600000,50
headbanging,10,16,0.224490,49
headbutting,10,16,0.060000,50
high jump,10,16,0.580000,50
high kick,10,16,0.160000,50
hitting baseball,10,16,0.800000,50
hockey stop,10,16,0.360000,50
holding snake,10,16,0.500000,50
hopscotch,10,16,0.740000,50
hoverboarding,10,16,0.500000,48
hugging,10,16,0.081633,49
hula hooping,10,16,0.530612,49
hurdling,10,16,0.600000,50
hurling (sport),10,16,0.820000,50
ice climbing,10,16,0.800000,50
ice fishing,10,16,0.875000,48
ice skating,10,16,0.640000,50
ironing,10,16,0.666667,48
javelin throw,10,16,0.620000,50
jetskiing,10,16,0.600000,50
jogging,10,16,0.080000,50
juggling balls,10,16,0.510204,49
juggling fire,10,16,0.520000,50
juggling soccer ball,10,16,0.440000,50
jumping into pool,10,16,0.640000,50
jumpstyle dancing,10,16,0.204082,49
kicking field goal,10,16,0.760000,50
kicking soccer ball,10,16,0.360000,50
kissing,10,16,0.521739,46
kitesurfing,10,16,0.620000,50
knitting,10,16,0.880000,50
krumping,10,16,0.326531,49
laughing,10,16,0.479167,48
laying bricks,10,16,0.755102,49
long jump,10,16,0.560000,50
lunge,10,16,0.280000,50
making a cake,10,16,0.326531,49
making a sandwich,10,16,0.400000,50
making bed,10,16,0.720000,50
making jewelry,10,16,0.653061,49
making pizza,10,16,0.680000,50
making snowman,10,16,0.880000,50
making sushi,10,16,0.640000,50
making tea,10,16,0.340000,50
marching,10,16,0.880000,50
massaging back,10,16,0.775510,49
massaging feet,10,16,0.469388,49
massaging legs,10,16,0.612245,49
massaging person's head,10,16,0.620000,50
milking cow,10,16,0.875000,48
mopping floor,10,16,0.500000,50
motorcycling,10,16,0.673469,49
moving furniture,10,16,0.360000,50
mowing lawn,10,16,0.740000,50
news anchoring,10,16,0.620000,50
opening bottle,10,16,0.460000,50
opening present,10,16,0.520000,50
paragliding,10,16,0.840000,50
parasailing,10,16,0.760000,50
parkour,10,16,0.229167,48
passing American football (in game),10,16,0.320000,50
passing American football (not in game),10,16,0.285714,49
peeling apples,10,16,0.660000,50
peeling potatoes,10,16,0.560000,50
petting animal (not cat),10,16,0.367347,49
petting cat,10,16,0.820000,50
picking fruit,10,16,0.673469,49
planting trees,10,16,0.653061,49
plastering,10,16,0.380000,50
playing accordion,10,16,0.836735,49
playing badminton,10,16,0.660000,50
playing bagpipes,10,16,0.720000,50
playing basketball,10,16,0.280000,50
playing bass guitar,10,16,0.840000,50
playing cards,10,16,0.680000,50
playing cello,10,16,0.880000,50
playing chess,10,16,0.800000,50
playing clarinet,10,16,0.760000,50
playing controller,10,16,0.760000,50
playing cricket,10,16,0.653061,49
playing cymbals,10,16,0.820000,50
playing didgeridoo,10,16,0.840000,50
playing drums,10,16,0.877551,49
playing flute,10,16,0.560000,50
playing guitar,10,16,0.660000,50
playing harmonica,10,16,0.612245,49
playing harp,10,16,1.000000,50
playing ice hockey,10,16,0.795918,49
playing keyboard,10,16,0.708333,48
playing kickball,10,16,0.620000,50
playing monopoly,10,16,0.660000,50
playing organ,10,16,0.800000,50
playing paintball,10,16,0.860000,50
playing piano,10,16,0.620000,50
playing poker,10,16,0.795918,49
playing recorder,10,16,0.660000,50
playing saxophone,10,16,0.680000,50
playing squash or racquetball,10,16,0.960000,50
playing tennis,10,16,0.836735,49
playing trombone,10,16,0.714286,49
playing trumpet,10,16,0.755102,49
playing ukulele,10,16,0.860000,50
playing violin,10,16,0.620000,50
playing volleyball,10,16,0.687500,48
playing xylophone,10,16,0.680000,50
pole vault,10,16,0.600000,50
presenting weather forecast,10,16,0.860000,50
pull ups,10,16,0.700000,50
pumping fist,10,16,0.140000,50
pumping gas,10,16,0.791667,48
punching bag,10,16,0.720000,50
punching person (boxing),10,16,0.489796,49
push up,10,16,0.687500,48
pushing car,10,16,0.580000,50
pushing cart,10,16,0.560000,50
pushing wheelchair,10,16,0.540000,50
reading book,10,16,0.720000,50
reading newspaper,10,16,0.460000,50
recording music,10,16,0.280000,50
riding a bike,10,16,0.500000,48
riding camel,10,16,0.780000,50
riding elephant,10,16,0.720000,50
riding mechanical bull,10,16,0.795918,49
riding mountain bike,10,16,0.530612,49
riding mule,10,16,0.600000,50
riding or walking with horse,10,16,0.625000,48
riding scooter,10,16,0.500000,50
riding unicycle,10,16,0.540000,50
ripping paper,10,16,0.260000,50
robot dancing,10,16,0.320000,50
rock climbing,10,16,0.780000,50
rock scissors paper,10,16,0.140000,50
roller skating,10,16,0.640000,50
running on treadmill,10,16,0.729167,48
sailing,10,16,0.938776,49
salsa dancing,10,16,0.163265,49
sanding floor,10,16,0.800000,50
scrambling eggs,10,16,0.480000,50
scuba diving,10,16,0.860000,50
setting table,10,16,0.673469,49
shaking hands,10,16,0.145833,48
shaking head,10,16,0.280000,50
sharpening knives,10,16,0.600000,50
sharpening pencil,10,16,0.620000,50
shaving head,10,16,0.540000,50
shaving legs,10,16,0.480000,50
shearing sheep,10,16,0.979592,49
shining shoes,10,16,0.680000,50
shooting basketball,10,16,0.260000,50
shooting goal (soccer),10,16,0.428571,49
shot put,10,16,0.700000,50
shoveling snow,10,16,0.780000,50
shredding paper,10,16,0.500000,50
shuffling cards,10,16,0.632653,49
side kick,10,16,0.660000,50
sign language interpreting,10,16,0.291667,48
singing,10,16,0.440000,50
situp,10,16,0.500000,50
skateboarding,10,16,0.760000,50
ski jumping,10,16,0.540000,50
skiing (not slalom or crosscountry),10,16,0.326531,49
skiing crosscountry,10,16,0.640000,50
skiing slalom,10,16,0.580000,50
skipping rope,10,16,0.560000,50
skydiving,10,16,0.600000,50
slacklining,10,16,0.571429,49
slapping,10,16,0.020408,49
sled dog racing,10,16,0.860000,50
smoking,10,16,0.367347,49
smoking hookah,10,16,0.591837,49
snatch weight lifting,10,16,0.510204,49
sneezing,10,16,0.300000,50
sniffing,10,16,0.020833,48
snorkeling,10,16,0.580000,50
snowboarding,10,16,0.468085,47
snowkiting,10,16,0.880000,50
snowmobiling,10,16,0.510204,49
somersaulting,10,16,0.080000,50
spinning poi,10,16,0.448980,49
spray painting,10,16,0.653061,49
spraying,10,16,0.340000,50
springboard diving,10,16,0.833333,48
squat,10,16,0.720000,50
sticking tongue out,10,16,0.387755,49
stomping grapes,10,16,0.600000,50
stretching arm,10,16,0.500000,50
stretching leg,10,16,0.540000,50
strumming guitar,10,16,0.600000,50
surfing crowd,10,16,0.625000,48
surfing water,10,16,0.666667,48
sweeping floor,10,16,0.480000,50
swimming backstroke,10,16,0.760000,50
swimming breast stroke,10,16,0.560000,50
swimming butterfly stroke,10,16,0.200000,50
swing dancing,10,16,0.060000,50
swinging legs,10,16,0.120000,50
swinging on something,10,16,0.183673,49
sword fighting,10,16,0.081633,49
tai chi,10,16,0.720000,50
taking a shower,10,16,0.367347,49
tango dancing,10,16,0.580000,50
tap dancing,10,16,0.448980,49
tapping guitar,10,16,0.660000,50
tapping pen,10,16,0.673469,49
tasting beer,10,16,0.580000,50
tasting food,10,16,0.380000,50
testifying,10,16,0.755102,49
texting,10,16,0.408163,49
throwing axe,10,16,0.680000,50
throwing ball,10,16,0.100000,50
throwing discus,10,16,0.540000,50
tickling,10,16,0.360000,50
tobogganing,10,16,0.660000,50
tossing coin,10,16,0.360000,50
tossing salad,10,16,0.660000,50
training dog,10,16,0.440000,50
trapezing,10,16,0.820000,50
trimming or shaving beard,10,16,0.820000,50
trimming trees,10,16,0.632653,49
triple jump,10,16,0.530612,49
tying bow tie,10,16,0.380000,50
tying knot (not on a tie),10,16,0.580000,50
tying tie,10,16,0.800000,50
unboxing,10,16,0.591837,49
unloading truck,10,16,0.540000,50
using computer,10,16,0.775510,49
using remote controller (not gaming),10,16,0.612245,49
using segway,10,16,0.612245,49
vault,10,16,0.540000,50
waiting in line,10,16,0.260000,50
walking the dog,10,16,0.428571,49
washing dishes,10,16,0.580000,50
washing feet,10,16,0.780000,50
washing hair,10,16,0.500000,48
washing hands,10,16,0.480000,50
water skiing,10,16,0.714286,49
water sliding,10,16,0.520000,50
watering plants,10,16,0.760000,50
waxing back,10,16,0.520000,50
waxing chest,10,16,0.580000,50
waxing eyebrows,10,16,0.600000,50
waxing legs,10,16,0.640000,50
weaving basket,10,16,0.840000,50
welding,10,16,0.600000,50
whistling,10,16,0.320000,50
windsurfing,10,16,0.740000,50
wrapping present,10,16,0.693878,49
wrestling,10,16,0.540000,50
writing,10,16,0.680000,50
yawning,10,16,0.285714,49
yoga,10,16,0.632653,49
zumba,10,16,0.577778,45
abseiling,25,16,0.700000,50
air drumming,25,16,0.387755,49
answering questions,25,16,0.280000,50
applauding,25,16,0.260000,50
applying cream,25,16,0.560000,50
archery,25,16,0.760000,50
arm wrestling,25,16,0.755102,49
arranging flowers,25,16,0.920000,50
assembling computer,25,16,0.980000,50
auctioning,25,16,0.740000,50
baby waking up,25,16,0.680000,50
baking cookies,25,16,0.714286,49
balloon blowing,25,16,0.795918,49
bandaging,25,16,0.640000,50
barbequing,25,16,0.620000,50
bartending,25,16,0.900000,50
beatboxing,25,16,0.306122,49
bee keeping,25,16,0.860000,50
belly dancing,25,16,0.836735,49
bench pressing,25,16,0.960000,50
bending back,25,16,0.333333,48
bending metal,25,16,0.520000,50
biking through snow,25,16,0.700000,50
blasting sand,25,16,0.640000,50
blowing glass,25,16,0.900000,50
blowing leaves,25,16,0.591837,49
blowing nose,25,16,0.340000,50
blowing out candles,25,16,0.857143,49
bobsledding,25,16,0.720000,50
bookbinding,25,16,0.860000,50
bouncing on trampoline,25,16,0.780000,50
bowling,25,16,0.938776,49
braiding hair,25,16,0.673469,49
